Description,Label
Công cụ khủng bố và đàn áp của trung cộng đã đến lúc thành thú dữ . Đó là hiện tượng thế thời Tập & Trung Cộng đã đến thời khủng hoảng chính trị .,toxic
sale 99% thì e mua :>,non-toxic
Nói chz xàm lol,toxic
Đù nhìn giống ba tam kê đội tóc giả vl,toxic
đúng là CHÁY NHÀ mới ra MẶT CHUỘT.,non-toxic
Chào các bạn mình là sói.hôm nay như mình đã hứa mình sẽ đưa ông già đi mua cua hoàng đế để chúc mừng Refund Gaming đạt top 1 =)),non-toxic
Con này là con bóng dơ cái miệng nó mai mốt ko có cức mà ăn nữa... Kkkk,toxic
"Chưa ra đã thấy chán hơn , ngáo đét =))",toxic
Anh châu cho em xin nich fb cua anh để em đt gặp cô kim nc 😂❤️,non-toxic
ib giá,non-toxic
Con chó này bêde ah mọi người,toxic
Một chế độ thối nát. Toàn những thằng ngu bầu cho nhau lên làm lãnh đạo thì dân khổ là phải. Đây cũng là hậu quả của việc lật đổ vnch.,toxic
"Thật ác độc quá đi,ảnh chỉ mất show thời corona ạm thời thôi",non-toxic
Hoàng Thanh Trung xin video vs ng ae,non-toxic
Xao can ngày chi can dep vay,non-toxic
🤣🤣🤣 thanh niên lấy le nhà gái cho hay 🤦‍♂️🤦‍♂️🤦‍♂️,non-toxic
Ít nhất ngta cũng làm từ thiện đâu có như cái thứ của m con linh cá lóc. Ko đóng góp mà còn chửi việt nam nx,toxic
Toàn giáo án máu lồn chảy ngược,toxic
Lam cai cc j dc bo ha T.lu,toxic
:v có ai đó cười ở đằng sau,non-toxic
DM...thèng assmin cút qua Dubai sống đi mày...( tao đi lãnh 3 củ đây),toxic
"Ờ đánh nghiêm túc mà , kiểu đi test thôi",non-toxic
Ong Lân ôi ong xảm quá hi,toxic
Đố anh em ngủ ngon muahahahaha,non-toxic
Tui cũng dân bắc Kỳ mà thấy thằng dân bắc này thật hành động cũng khốn nạn quá nó mới chửi như vậy,toxic
Đi đâu cũng thấy ông :v,non-toxic
"Thời nhỏ tuy có thiếu thốn mọi thứ thật, nhưng đc cái ăn gì cũng sạch! Con người thật thà chứ không gian manh xảo trá như bây giờ! 😬😬😬",toxic
Quan kiểu này chém chết,toxic
Như vậy mà người bán cũng ko phân biệt đc thì sao mình biết :(,non-toxic
E cũng thua a tiệp 😌,non-toxic
2ba là bede,toxic
yêu k có lỗi,non-toxic
Su Sy chốn thật ý,non-toxic
"Bây h tại trung ương thành đại la toàn đỉnh cao trí tuệ, nơi những con bò tự hào luôn rống lên rằng vn vô địch, ra đường người với người thì luôn tỏ ra ta đây hống hách về nhà say rượu đánh vk như dog, có chuyện lên phường thì cúi đầu im thin thít tìm người thân quen để bỏ phong bì, dưới chân thiên tử mà như cc 😤😤😤",toxic
tộc caaaa,non-toxic
"Dân Mỹ muốn giàu thì phait đồng lòng yêu cầu tổng thống giết hết bọn ăn bám Việt Nam Cộng Hòa . Làm hạo tổn báo nhiêu kinh phí Mỹ, gánh nặng cho dân Mỹ",toxic
Ai như con nhung háng rộng kia :))),toxic
hộ,non-toxic
Đen lắm :),non-toxic
phản động là nói lên SỰ THẬT,toxic
Nghĩ mà chán🤣,non-toxic
Là như này nè các bác,non-toxic
T có súng đây này,non-toxic
Yêu cô quá cô ơi,non-toxic
❤️Chú,non-toxic
"Quả logo kia thì đổi thành ""TrọcGaming"" anh ơi :))",non-toxic
Nó In tiền như in giấy lộn thế này bảo sao không lạm phát.,toxic
Phi Phi nhưng không có gấp đôi như a 😌😉😉,non-toxic
Phong cách và thần kinh nó mong manh lắm🧐,toxic
Ôi cái đất nc tôi,non-toxic
Dan khung ma ten tri gi dau,toxic
Thấy nước ngta thấy ham nhìn lại xứ vịt ngan chán,toxic
thầy đéo xoá kênh kêu gọi học trò report cho bay kênh thiệt luôn :)),toxic
Lê Linh số ca nhiễm ngày càng tăng ngày đi học của em ngày càng xa :v,non-toxic
Nhà tiên tri già lẫn rồi nói tào lao rồi nước Mỹ hiện giờ đã chết hơn 10000 người rồi.,toxic
Tùng đẹp trai :^)),non-toxic
Cho khug,toxic
Thân lăm bây giò lại căn buôi nhau,toxic
Trèo cao ngã đau nhé thầy ngu,toxic
Cmm dụng tới cô Minh Hiếu  tao kéo ae tao đập chết mẹ mài đó,toxic
Cùng một dòng sông,non-toxic
Quân Anh dơ v bro,toxic
Cái bệnh tâm thần phân liệt thể hoang tưởng tiến triển ngày càng nặng.,toxic
Cũng khá hay mà buồn vì nv chính cũng die :(((,non-toxic
Ơ cái đ ịt đang ngủ mê bị mẹ chửi bỗng zưng fb tn kêu mở za xem thấy cái page chửi thuê đọc vài tí nghe vui tai vãi lìu tóm lại là a xẽ đưa thắm zô idol,toxic
wibu rách,toxic
Chí Bảo chỉ xem có tốt thật không thôi mà 😂,non-toxic
Ông bệnh thần kinh mà không hây,toxic
đem hẳn đặc sản ra trình làng,non-toxic
du me,toxic
Văn Qúy bần đạo hãy cho bổn tọ cái video này với :>,non-toxic
Đc của ló thầy ơi,non-toxic
dẹp ở nhà,non-toxic
@Em Gái Có Cu cái đó hàng chi ân hoặc công ty,non-toxic
Nhac nghe chan vl,toxic
xạo lol quá má ơi,toxic
Mấy thằng để ảnh bìa darcy chắc cũng toàn tay nhanh hơn não =))),toxic
Nguyễn Hữu Thái ib a,non-toxic
Thân Hoài Thương ơ lạ lol ghê. Ngta hay thì like mà t nghe k hay thì t dislike k đc à. Ảnh hưởng kinh tế gì nhà bạn k.,toxic
Lỗi không phải tại anh đâu mà là tại mấy anh công an không xích anh được sớm hơn thôi chứ bên vũ hán anh vào lò lâu rồi,toxic
Phó Chủ nhiệm UBKTTP Tân an(Long an) không có bằng cấp 3 nhưng lý luận CT rất giỏi,toxic
"Ông xạo quá đi ông ơi, nói chuyện tào lao, già rồi sao mà xạo dữ vậy trời?",toxic
Nguyen Tran Lan Anh loz me :)),toxic
Ủa thầy còn kênh để chuẩn bị giáo án xịn xò à ??,non-toxic
Thằng cây atm hack chứ ai,toxic
Cho con Facebook jk cô ba,non-toxic
"Đây đích thị là chính sách ngu dân mà... Bắt chước các nước tiên tiến trên thế giới thì ko bắt chước, muốn đua đòi theo các nước kém phát triển -))",toxic
Lựa cái đầu buồi ABe nè,toxic
rất chi đẹp trai ❤️,non-toxic
Nhạc jack phối nghe cứ sao sao ý,non-toxic
nhiều khi kg muốn ki thị bon bê đê đâu nhưng nhìn  bọn này kg ki thị cũng kg được.,toxic
Trăm năm Kiều vẫn là Kiều,non-toxic
Mắc bệnh hoang tưởng. Chắc nó tưởng nó là bố thiên hạ. Nhãi ranh,toxic
Thôi thôi ông im cmn đê ... 🙂,toxic
Sự Xoăn,non-toxic
Em của sói tên gì đây :)) Ly Bíu,non-toxic
"Dm trọng lắm chiêu, nhìu trò.eo lam đc cc gi",toxic
Ở đấy ngột ngạt mà còn đi lại được :)) ở chỗ kia thì đeo có cơ hội đi như vậy đâu mà ngột vs chả ngạt hihi,toxic
Thật sự sợ,non-toxic
Ở Việt nam người ta kêu bóng khùng,toxic
Bọn chó sủa bậy,toxic
Mất văn hóa..mặc vậy bó tay.....cơm. phong cách như cc người ta.😋😋😋,toxic
Eo ơi nhìn cái mặt nó xấu mà ko giấy nào bút nào mà tả nổi . Đừng nói tới nó bẩn miệng mình . Coi nó còn tệ hơn đống phân .,toxic
Cách phân biệt thằng ngu ba gà và ba vi thì đúng hơn đó thầy,toxic
Ngu gia truyền,toxic
Nguyễn Tuấn Phong thương chị quá,non-toxic
Bố láo với giang hồ đất cảng à,toxic
linda ngay nay rat sat sao.nhung o ngoai ba de thuong ma,non-toxic
Mồm con linh không khác gì như cái lồn trâu 😄😄😄😄😄,toxic
"hợp đồng của DCS với Tàu thôi nhá, đéo phải dân.",toxic
Cho cục gạch vào cái kính,non-toxic
Vậy mới thấy tri thức ngu tri thức hèn là như nào,toxic
"Cần nhân giống bò này gấp ,để sau này đi nghiêm thu công trình .Cứ cột mỗi con 1 cột điện,nếu kéo không đổ thì chất lượng công trình oke....",toxic
DLV: đây chỉ là con sâu làm rầu nồi canh thôi :v,toxic
AnhKiên Trần chẳng qua ng ta ko thích thôi thích thì đầy =))),non-toxic
Lỡ tay thầy ơi :)),non-toxic
Thần đồng Phùng Thanh Độ,non-toxic
Thoi bot xam lom di nhin cach an mac beo qua dzo,toxic
"tôi vẫn không tin bọn dlv ngu học, cho tới khi đọc 1 top comment :v. Gặp người có kiến thức phản biện lại thì cụp đuôi ngay, chả biết ghi gì ngoài những câu chửi tục vô nghĩa. :3",toxic
lớn mấy tuổi đầu rồi nói cho như thằng ko não ??? Vẫn cố làm trò ngu si của mik để câu view ??? Não cá vàng éo hiểu sao đc lm youtuber :)) bệnh hoạn vkl chửi cho càng bị bệnh nặng :)),toxic
Yêu cầu chị Tạ bích loan lên chương trình Động cơ bay ra đảo của Su 30 là gì?,non-toxic
Hãiiiii,non-toxic
"Hoàng Trần Kỳ Duyên tức ghê, lần nào cũng êm xuôi, bữa xui bị phát hiện ;))))",non-toxic
Sao phải xoắn?,non-toxic
Vũ Khắc Hoàng tui thích chùm râu ấy,non-toxic
mãi mới ra series này ;v,non-toxic
Có cái cc cái gì cũng vịn vào khoảng cách :)),toxic
Đây hong phải bố tuii,non-toxic
hacker doi ten ^^,non-toxic
Nick j ấy nhỉ?,non-toxic
"Kệ mẹ người ta đi, ăn mã cha của mày hả page Lồn.",toxic
Bài hát phải nói là như con cac.,toxic
biết bao nhiêu vụ chết người bị ém ko thể tả nổi..ở VN khủng bố ko phải là đánh bom mà là giết ng giấu tay,toxic
Nguyễn Trọng Thái đợi cái lone,toxic
:)) nghe nó chửi xả xì trét phết :)),non-toxic
Biểu cảm được thực sự :)),non-toxic
Tất cả vì mấy thằng bụng phệ óc mỡ quản lí thôi.,toxic
bts= .....,non-toxic
Đơn giản vì mấy đứa kia ăn tiền thuế của dân thì nó phải nai lưng ra làm vì đó là trách nhiệm. Còn a a là người làm vì tâm không vì tầm. Thì so sánh thế đéo nào dc add nhể. Đã vậy chưa kể người ta chỉ cần ng minh bạch thông tin chứ không cần người tung hô hoa hòe màu mè bông cành sương sa hột mít như mấy đứa làm màu. Add nhể haha,toxic
Anh Vu Ngoc :oh:,non-toxic
Nghe lần đầu thấy ko hay mấy lần sau nghe lại nghiện,non-toxic
Nghe mùi đa cấp khắm vkl chưa là j trong cái xã hội này đâu bớt dạy đời đi mấy ng đi xe máy mày còn chưa biết họ có bao nhiêu mét đất ở cầu giấy đâu,toxic
"Linh Chi làm thêm á cưng, nhớ dzô ủng hộ 💃🏻❤️😍",non-toxic
Nghiêm Văn Tú j rẻ vậy thím,non-toxic
Kiếp bóng gió sống được lâu năm mà sao ko giữ được cái nết vậy...,toxic
"14:10 ""thần quyền môn súng bắn không trúng"" nha mạ ngừ =))",non-toxic
😌😌,non-toxic
Trường Giang ý mình là họ đều không có ý thức như nhau cả ..biết mình có mang bệnh trong ng mà chẳng chịu đi cách li rồi mang mầm bệnh trong người đi lây sang cho ng khác tội cho ng ta lắmm,toxic
Óc chó hi hi,toxic
Con Thương cô lắm,non-toxic
Tóc có thể mất nhưng nốt ruồi không thể mất 😂,non-toxic
Sẵn một con xích lô PNW 523y,non-toxic
Địt mẹ cái mấu này. Tao nằm ở đây hơi nhiều rồi đấy :))) trích lời anh tôi trong buổi sờ trym tối hôm kia :)))),toxic
Con bóng  ngu ngục  minh hiếu,toxic
"Người ta đã xin lỗi rồi sao cứ vào nick người ta xem rồi đăng lên chửi hoài,nó chửi thề thì kệ nó,nó chửi mấy người chửi nó chứ đau có dám đem người VN ra chửi nữa đau mà nhào vào chửi nó cả vô duyên thế",toxic
Vợ Cuốc sư là Bùi Kim Thành còn vợ nhỏ là lisa phạm,non-toxic
Cái điều cần thiết nhất bây giờ là : chung tay cùng chương trình giảm bụi mịn tại thủ đô ạ. Mỗi người,non-toxic
Đi tìm nó đánh chết mẹ nó luôn chị,toxic
Bờ kè cống sóm mình còn zầy hơn,non-toxic
Nhìn nhà tiên TD Oaỉ quá....?,non-toxic
Dlv bữa nay hoạt động về mặt kinh tế nữa à. Hay đi nhầm bài?,non-toxic
"Dit me cai quy trinh,vao cap cuu deo co tien,deo bao hiem thi nam do di.",toxic
Nhà tiên tri duy nhất còn sót lại trên thế giới này nhà tiên tri trần dần,non-toxic
Panda Thái đã xem =))),non-toxic
Cho thằng Ad : chó vẫn sủa và đoàn người vẫn đi ( chắc là ẳng thôi chưa biết sủa đâu ),toxic
già mà non :)),toxic
Gê troi,non-toxic
"Nói thầy ngáo thì mấy đứa nó lại tự ái , híc",toxic
Sự kiện cc gì đc 2 tuần,toxic
K-ATM cũng được làm ca sĩ,non-toxic
em vừa mới mua 1 hộp xong :)),non-toxic
Thanh Phương c làm 1 bài review đi c,non-toxic
"Hiệp Đinh hãy nhìn lại cách viết rồi đi trách người khác , lời nói chẳng mất tiền mua đâu",non-toxic
Bố đéo gánh =)) kệ con mẹ chúng m =)),toxic
Ad cứ mà cẩn thẩn bọn dlv. Cứ ghi vầy : Đụ Má CSVN,toxic
Chúc ông trần dần mạnh khỏe,non-toxic
ù uôi ghê nhở,non-toxic
Yêu quá đii❤️🙆,non-toxic
Trần Công Minh đúng sao phải chịu 😃,non-toxic
Con trai bố k đi đâu chơi à???,non-toxic
"Con, này, ăn,cuc, cả,thoi, giới",toxic
Hít hết mẹ r còn đâu :))))),toxic
Ở cái xứ độc tài độc đảng nầy mọi chuyện sẽ được che chắn nếu chủ trường là con gái của tướng Vệ và thủ tướng Phúc !,toxic
Nguyễn Quốc An Cà khịa hay,non-toxic
Thôi a im mẹ mồm đi :V,toxic
Hình như sam đuôi nhọn còn so thì đuôi như đôi đũa đúg không ta. Từg ăn sam rồi và cũg từg thấy con so. Đuôi tụi nó khác nhau.,non-toxic
xin ạ,non-toxic
Hoang lan ....thuộc đặc trị corona của ông lan day roi,non-toxic
nhìn dơ dơ sao á... ớn cả lạnh. cùng người miền tây.. ma thấy bà này ghê quá mà nói hot girl.,toxic
Djtmenhaong🤬🤬🤬,toxic
Giáo án ma phi te của thầy thật bổ ích .,non-toxic
Ad óc con chó vãi lồn,toxic
Moon chị đẹp ở đó mà vẫn k cưỡng chế dc sự buồn ngủ :)) phim nó cứ tối tối thế nào :)),non-toxic
Lộc Phát cúttttttttt⛏⛏🔪🔪,toxic
"mịa sao ko cởi giày, sắn quần lên đi vô rồi mang giày vô có sao đâu, Kiểu cách CS !!!",toxic
dep trai quá,non-toxic
Càng tàn ác thì vạch áo cho dân xem lưng,toxic
"Bê đe ko thăng nao xâu ma sao lôn như thăng cho bê đê nay, đu me tôi ngay lưa đao ngưoi, đu me đa kiêp nay lam bê đê rôi ko biêt tu thân kiep sao lam suc vât bê đê nưa cho no chêt me no",toxic
Tết nên lì xì bao nhiêu =)),non-toxic
Con đàn bà khó ưa,toxic
Ngô Thị Vân Anh,non-toxic
Đinh Nguyễn Vươn Anh Tuan,non-toxic
Trong lúc nước sôi lửa bỏng này mà vẫn có kẻ nhận thức kém vậy,toxic
Lê Phát Nguyen Cao Cuong Khoai Lang Phan Lương Trường Linh Chang Chang nhớ nha :))),non-toxic
Ai đánh moá bóng già này thì hú tui đánh tiếp,toxic
Cô ba giàu quá à con mà được một phần nhỏ mong tay thì con đó khổ quá  co ơi,non-toxic
Tui mà thấy anh lên fb tối nay là biết tay tui nha 😀,non-toxic
hay quá anh ơi :v,non-toxic
- cả 2 cũng chỉ ngu như nhau thoii khỏi so sánh :)),toxic
"bảo yêu nước, thương nước, xong đi du lịch về lây bệnh cho nước mà là yêu nước à :)) đi du lịch về thì tự biết khai báo cách li đi... đằng này thì...nếu nhiều tiền quá kb lri thì đi làm từ thiện đê lại còn du ms chả lịch :3",toxic
Lê Việt Hùng Anh Hoàng việc nhẹ lương cao cho 2 em xa bờ này,non-toxic
"Nghi Nguyen bên đó phải tốt hơn VN thì mới sang đó sống chứ bạn,",non-toxic
Cô chững chạc hơn nhiều r 💛,non-toxic
Không được đẹp mà kệ zạy🤣,non-toxic
Cực kì thuyết phục.,non-toxic
Trả lại để ông khác còn ăn chứ chia sẻ cho nhau là hp mà dis@@,toxic
Bế tắc quá :((,non-toxic
Hà Lội TP đáng sống nhất ..... VI THẾ CÁC BẠN BAKE ĐUNG ĐU CÀNG VÀO NAM . CU Ở NGOÀI ĐÓ MÀ HIT KHÍ THIÊN ĐUONG,toxic
Hoàng Trà Giang hay kk,non-toxic
"đúng rồi, ngu đeo vàng nó chặt tay thì chết chứ còn gì nữa. dạo này thời tiết xấu, trúng gió độc chết là bình thường mà. cs nghèo chỉ có tiền ăn bánh mì, ko có tiền làm tường chắn gió, dễ trúng phong lắm. mà quan có bao h tham nhũng, toàn bị dân ép phải nhận tiền chứ quan thanh liêm lắm. - 1 thanh niên yêu nước yêu đảng cho hay-",toxic
Nguyen Nam chửi ac' quá :))))),non-toxic
Ôi thơm tho j. Ko co quan hệ thì vào lam cung bị đào thải. Mấy nghanh ma dân thuong vn ko bao gio vao đx. Cong an. Quan đội. Ngan hang nha nc. Hang không. Đừng mơ mà vào. Nếu vao đc cung lam cu li sai vat cho tui no. Đm,toxic
Moá.,toxic
Đc vailin anh ui 😇😇😇,toxic
hy vọng bác ko bị chết đột ngột như bác Thanh :V,toxic
Chỉ sợ cu ló ra,toxic
Đúng rồi phải cùng nhau chống giặc chống cướp ngày cướp trắng trợn chứ,non-toxic
Bài này ko nghe rõ được chữ nghe ko hay như những bài trước (ý kiến cá nhân) nha,non-toxic
