Description,Label
đau tim,non-toxic
nói_chung là ở xh này tai điếc mắt mù là an_toàn nhất mất_trộm hay cướp thì cứ nghĩ của_đi_thay_người sẽ không ảnh_hưởng đến sức_khoẻ và tinh_thần của bạn,non-toxic
không chú nào quỳ bố nó xuống_nước cho ổng dẫm lên lưng bước quanhư vậy có_thể mau lên chức hay sớm được chiếu_cố hơn quan nhà sản có khácbị khuyết_tật,toxic
câu_chuyện về 5 thầy_trò và những đồi giày bạc tỉ,non-toxic
_giang nguyen,non-toxic
của dân do dân vì dân,non-toxic
có lon đâu mà chùi kkkk,toxic
mê cô quá,non-toxic
bạn nữ nào âm_đạo dãn rộng thâm đen,toxic
bị tam than my co giam dinh than kinh ong nay chua,toxic
ô thế_là bọn chúng muốn giết ai thì giết à bắt người khác chết thay tội_phạm bọn tội_phạm đích_thực phải chết nhiều tên cũng xứng_đáng thôi còn tay luật_sư có bằng_chứng mà không đưa ra tố_cáo tội_phạm thì trở_thành đồng_phạm giết oan người lương_thiện chính tay luật_sư đó phải bị chảm đầu_tiên,toxic
anh cứ để tú lo,non-toxic
tết không nhạt đi chỉ là chúng_ta không còn là những đứa trẻ nữa,non-toxic
hoàng xuân tâm mày muốn đợi tùng ra mv thì mày phải ráng chờ anh gd tung sản_phẩm đã khi đó tùng mới có ý_tưởng ra mv cho mày xem,toxic
thât sư kho chiu mây thanh phân vô y thưc vãi cả lồn ngay xưa cung co mây lân măc ia đi ra với công công hay chơ tơi lươt được ia đu cai lz ma dô nhin cai thôi quyêt đinh nhin ia tơi khi vê nha va đên giơ co đi đâu măc ia cung nhin tơi vê nha ia luôn a,toxic
có tìn mua cuốn này về đốt,toxic
tuổi tre việt_nam chỉ chờ cơ_hội để loã_thể mất phẩm_giá con_người tuổi_trẻ việt_nam bây_giờ chỉ muốn làm thú thờ_ơ tất_cả mọi thứ nước mất nhà tan cho tụi bây tha_hồ ở chuồng làm nô_lệ cho tàu cộng uổng công cha_mẹ,toxic
phúcdu how about inđỉanese,non-toxic
ngán ngẫm thiệt,non-toxic
khải nguyễn_khác giá tiền đó_anh,non-toxic
con bóng đuy ăn cưt,toxic
trần nhật ủa tao nhai lai của ai mày lạ lồn thế địt_mẹ mày lướt lại comment xem toàn mấy thánh kêu sống chậm thôi sống nhanh quá ak hay mày cx nằm trong số comment đấy rồi mày quay ra ns tao,toxic
nào cùng pe pe pe pe pe cùng độ mixi nào,non-toxic
cái bọn cướp ngày thì muốn làm gì chẳng được,toxic
ý_thức còn ít hơn kiến_thức_hoá của tao,toxic
nguyễn_duy hưng con này mõm chó anh để em,toxic
nhận phong_bì thôi,non-toxic
ước ghê,non-toxic
ê ý là thể_nào cj đông cx bung lụa đợt cuối xg òi cj xuân tới với cô nồm,non-toxic
clm,toxic
lê_phát nguyen cao cuong khoai_lang phan lương trường linh chang_chang nhớ nha,non-toxic
nghe giọng không hay bằng trước đề_nghị bác độ để giọng cute khác đi,non-toxic
đây có_lẽ là cách_mạng của con cẩu mang tên gờ zờ v,toxic
nguyễn_vinh 3,non-toxic
sách này đọc cuốn lắm,non-toxic
thế_này phải tìm cô nào gần nhà để yêu thôi,non-toxic
sẽ có 1 ngày những người ủng_hộ tự_do chống độc_tài sẽ bị đám cầu_thủ đỏ chửi_bới tục_tằn không khác gì đám bò đỏ chửi,toxic
hoang_mang vailunnn,toxic
tao cũng muốn có cuốn sách như này đọc hoài không chán,non-toxic
các em nên nhớtrượt tốt_nghiệp hay không đỗ đh chưa hẳn là hết hi vọngbiết đâu sau_này mấy đứa nó đỗ đh nó lại là lính của các em,non-toxic
ad mày đéo làm được cái chi mà tối_ngày đi vạch_lá_tìm_sâu mà nói có tài thì bỏ face và làm gì đó thực_tế đi,toxic
,non-toxic
nhanh tay lên mn,non-toxic
nói dân_trí thấp lại tự_ái,toxic
hehe,non-toxic
trần thái linh,non-toxic
poppy is the best,non-toxic
anh độ độ quả đâu cho hai bố_con đuok quá,non-toxic
thiên_đường mà nó lột dân chừng không còn cái quần thì thôi,toxic
mẹ ba thật quá,non-toxic
thằng việt quá ngu nhưng lại a_dua thằng trung cẩu,toxic
cực_kì thuyết_phục,non-toxic
chào các bạn mình là sóihôm nay như mình đã hứa mình sẽ đưa ông_già đi mua cua hoàng_đế để chúc_mừng refund gaming đạt top 1,non-toxic
e thầy à,non-toxic
một câu_chuyện cổ_tích rất hay được sáng_tác bởi công_an việt_nam giỏi lắm các chiến_sĩ vì nước quên dân vì thân phục_vụ,toxic
cảm_ơn thầy nha,non-toxic
chán chung,non-toxic
page thối_nát cứ ông_ổng như lợn rốngcó giỏi về đây mà cách mạngtao theo,toxic
trần thị nhung con ng chứ có phải con c đâu mà suốt ngày nghỉ hn bị tuần sau còn phải cắp sách đi hc nữa là chỗ mk nằm_mơ đi e,toxic
cái địt_mẹ lỗ gì mà lỗ hoài_z,toxic
có khả_năng tối nay anh bị ngủ ngoài đường tu bi con tờ niu,non-toxic
mc cười toả náng thiệt,non-toxic
trả lại để ông khác còn ăn chứ chia_sẻ cho nhau là hp mà dis,toxic
nguyễn_phước đạt tính ht rồi nha,non-toxic
duy trần cho xin video với bạn ơi,non-toxic
đù dại ghê bọn đấy ngày nào nó cũng lên phường xiên cho nó 1 cái đuợc tiếng luôn vào khám mấy anh_chị cũng thương xiên hết mọi thằng trên phường luôn cho nó sum,toxic
có_lẽ là do cốc cafe lúc sáng chứ kpai do chuyện lúc sáng,non-toxic
corona tuổi lon với cơ_bắp a tôi,toxic
đa_năng này,non-toxic
họ nhận lương từ chính_quyền chính_quyền làm sai mọi người hảy chửi chính_quyền bộ_đội họ không có lỗi họ đáng được xem trọng nhiều hơn thế còn về mc phan anh mình không làm được như a ấy nên không bình_luận,non-toxic
balight liên_minh susan hay hơn,non-toxic
khung qua linh oi tôi sau ma khung nua,toxic
bay len ma bay den 46lan ahcai dit cu may,toxic
ad page này rất_chi_là ngu còn cố tỏ ra nguy_hiểm những bài nó đăng mang tính_chất phản_động ngôn_ngữ đả_kích và khiêu_khích sáng nay còn poát bài để kêu toàn dân tham_gia ctri chống đảng và nhà nc việt_nam kìa,toxic
lớn vậy rồi chứ không phải rầu nha đuỹ ơi,toxic
yêu cô minh_hiếu,non-toxic
đem hẳn đặc_sản ra trình_làng,non-toxic
con nay da vo mat no cho đa,toxic
kết_thúc,non-toxic
mặt này đâu phải tùng sói,non-toxic
thầy ba đẹp_trai thật mọi người ạ 3 ashe quán_quân,non-toxic
cưỡi mãnh_thú đi chơi đi_anh,non-toxic
rất vô_lý mà_lại rất thuyết_phục,non-toxic
cúng cô_hồn cho tụi nó đi rồi xây tiếp,toxic
kb đẹp ở chỗ nào mà phanh ra,toxic
phang mẹ nhau đi,toxic
em mê bức vẽ của sốp quá chòiii,non-toxic
chán dell muốn nói_gì,toxic
giày trăm rưỡi trên sóp pe hơi bị xịn nha các ông,non-toxic
thích bả ghê á,non-toxic
khổ bl,non-toxic
ad óc cứt vkl ngu còn tỏ ra nguy_hiểm ra gặm xương đi ad,toxic
cháy ô_tô cái bình nhỏ để làm gì vậy,non-toxic
con nay hun du lam nhin cai mo no không vua kia thay cho chuoi thach thuc nguoi ta kia,toxic
thuyết_phục cực_kỳ,non-toxic
nát hết con_mẹ nó rồi,toxic
trần nguyên khôi,non-toxic
chị trông phúc_hậu quá,non-toxic
cực_kì thuyết_phục,non-toxic
tập_luyện thả ga không lo về giá chỉ 20kngày duy_nhất tại curves greenview q7nontoxic 𝟑𝟏 𝐘𝐄𝐀𝐑𝐒 𝐎𝐅 𝐂𝐇𝐀𝐍𝐆𝐈𝐍𝐆 𝐋𝐈𝐕𝐄𝐒 𝐈𝐍 𝟑𝟎 𝐌𝐈𝐍𝐔𝐓𝐄𝐒nontoxic curves hệ_thống clb thể_dục 30 phút dành cho nữ lớn nhất việt namnontoxic 31 nguyễn_lương bằng tân_phú qu xem thêm,non-toxic
linh pig trend đó,non-toxic
tuân anh trinh thua thua,non-toxic
hi chu,non-toxic
coi mà cười muốn xĩu dễ_thương hết_sức,non-toxic
chịch xã_giao đêêêêê,toxic
thăng đần phát_biểu,toxic
nó lại dễ vailon,toxic
thoi bot xam lom di nhin cach an mac beo qua dzo,toxic
ng bỏ công người bỏ của đệt mệ kêu mấy anh bộ_đội quyên_góp 500tr đi thì khỏi làm còn không có tiền thì bỏ công so so cái quần_đùi,toxic
công_thức phá_sản,non-toxic
clm,toxic
tính trước 1 bước rồi 1 công đôi việc,non-toxic
ngày_trước người nam kỳ chúng_ta sống tử_tế hơn bây_giờ có lũ ngợm tiểu quốc rau mẹ và lũ ngợm thượng_đẳng ngàn năm văn_vật đi vào cướp của cướp đất người nam kỳ người nam kỳ chúng_ta bị nhiễm văn_hoá của ngàn năm văn_vật của lũ ngợm lừa con_hoang đéo,toxic
doanh_số vinpet nhờ vậy_mà tăng_trưởng,non-toxic
phạm hồng minh cảnh_sát chính_tả,non-toxic
su sy chốn thật ý,non-toxic
thức khuya nhiều thứ không phải nt cho ny mà vì họ cô_đơn không biết từ bao_giờ tui đã lm bạn với sự cô_đơn này gần 2nam rồi,non-toxic
oc cho,toxic
ngứa bà cẹt ghê,toxic
thực_ra cảnh_sát hk rất hiền và biết luật họ không bao_giờ đàn_áp nhân dânchỉ bọn côn_đồ mang danh công_an của bọn cẩu backinh là bọn vừa quái_thai vừa mất_dạy để bảo_vệ chế_độ của chúng bọn công_an nó đàn_áp nhân_dân hk xong giờ nó rút về backinh nhận tiền rồi,toxic
ở vietnnam tụi nó ăn_tiền bồi_thường ô_nhiễm của người_dân ở việt_nam tụi nó ăn_tiền để làm_ngơ formosa gây ô_nhiễm,toxic
vãi cả nguyễn_thị tươi khắm àh nhầm tươi_thắm,toxic
đm cả ngày trương lone đánh_bài với đám bạn mặc đồ chi cho đẹp đúng không cả nhà,toxic
chơi tí đồ_ăn mừng,non-toxic
cưng,non-toxic
tùng hỏng,toxic
tính ta ông cũng tốt hơn khối người về thôi,non-toxic
mày biết tại_sao không thằng ngu vì đứng đấy ngăn_ngừa phòng_chống hiệu_quả nhất cái loại ngu_dốt như mày nên học lại đi đã không hiểu ý người khác đã vào comment người ta chửi cho nhục mặt lắm thân còn tao chưa nói gì là văn_hoá hay không văn_hoá tao đang muốn nói ý_thức của các ông say rượu khi tham_gia giao_thông,toxic
giống con lươn,non-toxic
nhờ mọi người kiếm con này rạch mồm nó ra,toxic
dou ma thầy,toxic
mình đú trend nhanh ghê,non-toxic
bọn cầu_thủ toàn yêu đảng ủng_hộ độc_tài không đấyko nhận ra được điều đó à,toxic
ở mỹ xạo lồn là bóng tâm_thần,toxic
đúng rồi ngu đeo vàng nó chặt tay thì chết chứ còn gì nữa dạo này thời_tiết xấu trúng_gió độc chết là bình_thường mà cs nghèo chỉ có tiền ăn bánh_mì không có tiền làm tường chắn gió dễ trúng_phong lắm mà quan có bao h tham_nhũng toàn bị dân ép phải nhận tiền chứ quan thanh_liêm lắm 1 thanh_niên yêu nước yêu đảng cho_hay,toxic
chỉ sợ muộn quá chị ơi em đang thiếu nợ 10 triệu mà chị dám cho em không số điện_thoại của em là 094 154 3172,non-toxic
hải_yến kệ cm mày luôn tụi tao thích là đx,toxic
cút luôn hộ cái,toxic
e nghĩa chao chi ba vang ngoc,non-toxic
mất tiền của dân mua hoạ cho dân thiết_kế đấy không có vài thảm_hoạ giao_thông thì hơi phí hơn khủng_bố rất nhiều,toxic
abe nóng quá,non-toxic
lai thêm loai khung,toxic
hiệp tis trường_giang các cháu nằm trong thành_phần nào v,non-toxic
phản_động là gì vậy auto đéo động_não à,toxic
trung ben10,non-toxic
chất không chịu được,non-toxic
tối anh độ ra ngủ với 3 con mèo nhé,non-toxic
page này còn có tâm hơn nkyn,non-toxic
lại một thằng óc tôm,toxic
kẻ chiến_thắng là người ở nhà,non-toxic
mh thích trang từ ngày đọc xách bao ngô lên đg và đi ấy,non-toxic
tưởng các bác thế_nào,non-toxic
sống chậm cái con_mẹ chúng_mày,toxic
nguyễn_nghĩa mi lúc mô không nứng,toxic
táng chết_cha tụi mày lũ học_trò lồn,toxic
dân lưu_vong vào sủa đi kìa,toxic
lạy tụi bán sim méo biết nhục là gì nữa trời ăn rồi bị họ chửi_rủa như chó mà cũng lầy hoài chả biết ai mua không mà cứ dai như đĩa đói _,toxic
nhìn chúng_nó comment mà đắng bạn à,non-toxic
mai xuân tùng fan ruột nha bạn,non-toxic
dơ vãi cả lồn,toxic
mây thăng cư cưc ki thuyêt phuc không chan a hay la không co nao vây,toxic
mẹ cái loại trai đéo phải nữ cũng không xàm lol quen,toxic
thôi em cũng ạ thầy,non-toxic
cần lắm tiếng_nói của 1 dâm_loạn_viên,toxic
ui dào toàn cái lũ tham_ô tham_nhũng hốc hết cứt của dân thôi,toxic
ai nguoi bac vao nghe no chui nay con nay gap no phai xe hang no ra sat muoi thoi chu khg cho no len mang xin nua,toxic
đm chúng_mày,toxic
quý_vị đừng mong việt_nam phát_triển nhé nhìn sơ_sơ cũng thấy tụi nó coi chế_độ là quan_trọng chứ không phải đất_nước dẫn_chứng nhẹ cái nè chxhcn việt_nam đặt tên nước cũng phải đặt cái quái thái xhcn lên trước rồi mới đến việt_nam nghĩa_là chế_độ trước rồi,toxic
hồ nguyễn_quốc phú suy_nghĩ không sạch_sẽ v nó dơ chỗ nào bu_lu bu la ở tội a thế đồ ấy hả ngta comment 1 dòng mà đi comment lại 3 dòng hỉu rồi fans jack không phân_biệt độ tuổi có_thể kết_luận là trẩu,toxic
fan thầy lắm đấy 3 heo à,non-toxic
nguyễn_nhật long vãi lồn nắc,toxic
ai là người bắc ở đài_loan tìm tới nhà xử con này đánh cho cái mỏ nó sưng lên là nó hết chửi ah,toxic
mình ở thái_nguyên thỉnh_thoảng cũng đi của hãng ml nhưng mình thấy lxe của ml không ổn lắm 10 ông thì có 5 ông nghiện,non-toxic
nhớ nghỉ hẳn luôn nhé,non-toxic
gen hài_hước nhà họ phùng thật xịn xò,non-toxic
ôi 1 thằng bede,toxic
6 tuổi xinh quá các bác ạ,non-toxic
hard làm con cặc gì nưax thầy cứ đanh man phi te như_vậy là ok rồi chắc_chắn lên vcsa,toxic
dương_vật của team à em nhầm linh vật ớ lại nhầm linh_hồn,toxic
kkk anh yêu em cho hí hí,non-toxic
tao vừa thấy thằng lâm thồn sủa mà sao xoá comment nhanh thế,toxic
võ hồng gấm chị đọc tin_tức mà cứ thấy lo_sợ chỉ 1 người bị mà luyên luỵ nhiều người,non-toxic
sao không mở_đầu bẳng câu địt_mẹ nghe có phải hấp dẩn hơn không,toxic
thành_đạt hn rồi á,non-toxic
dlv dân lưu_vong đâu,toxic
tự_nhiên cáng cho thằng vin 1 mớ xe,non-toxic
bé sói mày tin nửa_đêm tao cười như_điên kh,non-toxic
nguyễn_tài đọc review khỏi ra rạp tốn tiền để tết đi coi luôn bộ của tg với đôi mắt âm dương,non-toxic
mat day,toxic
tr oi,non-toxic
đm nợ cộng sảnchính xác là tàu ngập con_mẹ nó đầu_ra rồi dân mỹ nó chửi như hát hay ngồi ấy mà ẳng,toxic
ba gia nay khong duoc binh thuong hah hah chac bi dut may day,toxic
đúng rồi cô ơi cô_mình hiếu yêu cô,non-toxic
tẩy con_mẹ nó chay ngay và luôn cái dn khốn_nạn và bọn toà_án ăn hùa,toxic
e được làm fan cứng của a rồi a độ ưi,non-toxic
anh độ gọi kìa,non-toxic
đéo có gì để nói về cái đất_nước này,toxic
hi chào cậu,non-toxic
cười_sặc cơm,non-toxic
tạm dừng dùng facebook làm gì anh ơi mặc_kệ miệng_lưỡi thiên_hạ họ nói_gì_thì nói đâu phải ai cũng là người trong cuộc đâu vì_vậy anh hãy tiếp_tục sử_dụng facebook đi để còn biết trên facebook anh đang bị cđm chửi sml chứ,toxic
